paper_key,file,page,value,unit,topic,gravity_context,snippet
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,496,0.0015,mm,length scale/microstructure,unspecified,"rain size, casting defects, and macrosegregation). Figure 22.1 Typical directional growth (G ¼ 5–6Km m /C01) microstructures (transverse views) for eutectic alloys. (a) Al 17at% Cu (regular lamellar binary eutectic), v ¼ 0.0015 mm s/C01. (b) Al 12wt%Si (irregular binary eutectic), v /C25 0.020 mm s/C01. (c) Al 12.8at% Cu 18.1at% Ag (three-phase invariant eutectic), v ¼ 0.0015 mm s/C01. (d) Al 16.2at% Cu 3.6at% Ag (cellular univariant eutectic), v"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,496,12,wt%,alloy composition,unspecified,"ts, and macrosegregation). Figure 22.1 Typical directional growth (G ¼ 5–6Km m /C01) microstructures (transverse views) for eutectic alloys. (a) Al 17at% Cu (regular lamellar binary eutectic), v ¼ 0.0015 mm s/C01. (b) Al 12wt%Si (irregular binary eutectic), v /C25 0.020 mm s/C01. (c) Al 12.8at% Cu 18.1at% Ag (three-phase invariant eutectic), v ¼ 0.0015 mm s/C01. (d) Al 16.2at% Cu 3.6at% Ag (cellular univariant eutectic), v ¼ 0.0015 mm s/C01."
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,496,0.020,mm,length scale/microstructure,unspecified,"al directional growth (G ¼ 5–6Km m /C01) microstructures (transverse views) for eutectic alloys. (a) Al 17at% Cu (regular lamellar binary eutectic), v ¼ 0.0015 mm s/C01. (b) Al 12wt%Si (irregular binary eutectic), v /C25 0.020 mm s/C01. (c) Al 12.8at% Cu 18.1at% Ag (three-phase invariant eutectic), v ¼ 0.0015 mm s/C01. (d) Al 16.2at% Cu 3.6at% Ag (cellular univariant eutectic), v ¼ 0.0015 mm s/C01. 484j 22 Coupled Growth Structures in Univariant"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,496,12.8,at%,alloy composition,unspecified,"G ¼ 5–6Km m /C01) microstructures (transverse views) for eutectic alloys. (a) Al 17at% Cu (regular lamellar binary eutectic), v ¼ 0.0015 mm s/C01. (b) Al 12wt%Si (irregular binary eutectic), v /C25 0.020 mm s/C01. (c) Al 12.8at% Cu 18.1at% Ag (three-phase invariant eutectic), v ¼ 0.0015 mm s/C01. (d) Al 16.2at% Cu 3.6at% Ag (cellular univariant eutectic), v ¼ 0.0015 mm s/C01. 484j 22 Coupled Growth Structures in Univariant and Invariant Eutecti"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,496,18.1,at%,alloy composition,unspecified,"/C01) microstructures (transverse views) for eutectic alloys. (a) Al 17at% Cu (regular lamellar binary eutectic), v ¼ 0.0015 mm s/C01. (b) Al 12wt%Si (irregular binary eutectic), v /C25 0.020 mm s/C01. (c) Al 12.8at% Cu 18.1at% Ag (three-phase invariant eutectic), v ¼ 0.0015 mm s/C01. (d) Al 16.2at% Cu 3.6at% Ag (cellular univariant eutectic), v ¼ 0.0015 mm s/C01. 484j 22 Coupled Growth Structures in Univariant and Invariant Eutectic Solidific"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,496,16.2,at%,alloy composition,unspecified,"t% Cu (regular lamellar binary eutectic), v ¼ 0.0015 mm s/C01. (b) Al 12wt%Si (irregular binary eutectic), v /C25 0.020 mm s/C01. (c) Al 12.8at% Cu 18.1at% Ag (three-phase invariant eutectic), v ¼ 0.0015 mm s/C01. (d) Al 16.2at% Cu 3.6at% Ag (cellular univariant eutectic), v ¼ 0.0015 mm s/C01. 484j 22 Coupled Growth Structures in Univariant and Invariant Eutectic Solidification Downloaded from https://onlinelibrary.wiley.com/doi/ by Adelaide U"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,496,3.6,at%,alloy composition,unspecified,"lar lamellar binary eutectic), v ¼ 0.0015 mm s/C01. (b) Al 12wt%Si (irregular binary eutectic), v /C25 0.020 mm s/C01. (c) Al 12.8at% Cu 18.1at% Ag (three-phase invariant eutectic), v ¼ 0.0015 mm s/C01. (d) Al 16.2at% Cu 3.6at% Ag (cellular univariant eutectic), v ¼ 0.0015 mm s/C01. 484j 22 Coupled Growth Structures in Univariant and Invariant Eutectic Solidification Downloaded from https://onlinelibrary.wiley.com/doi/ by Adelaide University,"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,501,10,K,thermal condition,unspecified,"m, showing the three selection alloy composition. (b) Differential scanning calorimeter (DSC) heating traces showing the thermal behavior associated with the binary and ternary invariant and the broad univariant region (10 K min /C01). Figure 22.5 Elongated (a) and regular (b) eutectic cells that form during Al –Al2Cu univariant growth in the Al –Cu–Si system. (Figure from De Wilde and Froyen [53]). 22.2 Historical Perspective and Backgroun"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,504,22,k,thermal condition,unspecified,"Neglecting the anisotropy in c and considering the two-dimensional lamellar geometry, the capillary undercooling becomes DTr ¼ Ck ¼ ck DSf ð22:16Þ where the average curvature along a given lamella can be estimated as /C22kw ¼ sin /C18w=Sw, and /C18w is deﬁned as the angle between the interface and the x axis, at the tri-junction. The average undercooling for the lamellae of each phase is obtained by combining the diffusional (Eq. (22.13))"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,504,2,K,thermal condition,unspecified,"to an extremum condition, where the growth front adjusts to attain a minimum in undercooling for a given velocity (or a maximum velocity for a given undercooling), the well-known optimized solution is obtained as l2v ¼ K2 K1 or DT ¼ ﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃK1K2vp ð22:18Þ 492j 22 Coupled Growth Structures in Univariant and Invariant Eutectic Solidification Downloaded from https://onlinelibrary.wiley.com/doi/ by Adelaide University, Wiley Online Libra"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,504,1,K,thermal condition,unspecified,"here the growth front adjusts to attain a minimum in undercooling for a given velocity (or a maximum velocity for a given undercooling), the well-known optimized solution is obtained as l2v ¼ K2 K1 or DT ¼ ﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃK1K2vp ð22:18Þ 492j 22 Coupled Growth Structures in Univariant and Invariant Eutectic Solidification Downloaded from https://onlinelibrary.wiley.com/doi/ by Adelaide University, Wiley Online Library on [22/04/2026]. See th"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,508,0,k,thermal condition,unspecified,"(22.22) takes the familiar form, r2v ¼ K2/K1, describing the eutectic growth conditions at the cell tip. The diffusional undercooling attributed to the cellular growth mode is computed as DTC cell ¼ GD v ð1/C0QÞ/C0mð1/C0kÞC0Q þ CvQ PC D NðPC Þ 4PC /C0 1 IvðPC Þ /C18/C19 ð22:24Þ where the cellular Peclet number is PC ¼ rtipv=2D, and Q /C17 IvðPÞ 1/C0ð1/C0kÞIvðPÞ ð22:25Þ The total undercooling for the cellular eutectic front is then given"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,509,3,Min,gravity/time/facility,unspecified,"mum DT 1d One-phase cellular or dendritic growth interdendritic three-phase invariant eutectica) growing with a planar mor- phology along an isotherm just below the ternary eutectic point a 1a CS criterion a þ b þ c 1c — 3 Minimum DT 2a Two-phase planar eutectic growth a þ b 1b Minimum DT 2b CS criterion 2b Two-phase univariant growth that may be planar or cellular, with three-phase planar eutectica) between the two-phase cells a þ b 1c Minim"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,510,0,k,thermal condition,unspecified,", and applying the CS criterion for the condition of steady-state planar growth (i.e., at the solidus temperature), the bound- ary of alloy compositions ( C0,i) within Region 1a is de ﬁned by G ¼ X i¼B;C mi C0;i ki ð1/C0kiÞ v Di ð22:28Þ Planar two-phase growth is also bounded (i.e., the Region 2a/2b boundary in Figure 22.8) by the stability of the planar two-phase front, where instability is associated with segregation of the third compo"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,510,01,K,thermal condition,unspecified,"given velocity. The comparison requires accurate models for the eutectic and dendritic morphologies. The MHJ analysis used an extremum-based eutectic solution, giving T/C3 E ¼ Ta;b E þ ~mC C1;C ~kC /C0 ﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃ K01K02v p ð22:30Þ where T/C3 E is the temperature at the advancing eutectic interface, Ta;b E is the binary invariant eutectic temperature for the A-rich and B-rich phases ( a and b), K1 and K2 are constants, ~mC is given by"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,511,0,k,thermal condition,unspecified,"T/C3 D ¼ Tm/C0 X i¼B;C miC1;i/C0DG v /C02 ﬃﬃﬃ 2 p /C0C v D X B;C mið1/C0kiÞC1;j 1/C0vc v /C16/C17() 1 2 ð22:31Þ where Tm is the melting temperature for component A, andC is the Gibbs–Thomson coefﬁcient. For Eq. (22.30), the last term gives the undercooling below the relevant liquidus for a gi"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,513,17,at%,alloy composition,unspecified,"etween the topological order of the solid phases and the solid–liquid interface morphology; Figure 22.10 Selected lamellar structures shown with corresponding FFT patterns, indicating different degrees of ordering in Al- 17at% Cu binary eutectic alloy after directional solidification (v ¼ 0.0015 mm s/C01, G ¼ 5.5 K mm/C01). The scale shown at lower center applies to all images. Highly ordered grains are strongly selected over several millimet"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,513,0.0015,mm,length scale/microstructure,microgravity/space,"interface morphology; Figure 22.10 Selected lamellar structures shown with corresponding FFT patterns, indicating different degrees of ordering in Al- 17at% Cu binary eutectic alloy after directional solidification (v ¼ 0.0015 mm s/C01, G ¼ 5.5 K mm/C01). The scale shown at lower center applies to all images. Highly ordered grains are strongly selected over several millimeters of growth. 22.6 Recent Developments, Emerging Issues, and Critical Re"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,513,5.5,K,thermal condition,microgravity/space,"; Figure 22.10 Selected lamellar structures shown with corresponding FFT patterns, indicating different degrees of ordering in Al- 17at% Cu binary eutectic alloy after directional solidification (v ¼ 0.0015 mm s/C01, G ¼ 5.5 K mm/C01). The scale shown at lower center applies to all images. Highly ordered grains are strongly selected over several millimeters of growth. 22.6 Recent Developments, Emerging Issues, and Critical Research Needs j501"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,514,33,wt%,alloy composition,unspecified,"pectively [32]. Also shown is the FFT of this image, distinguishing the orientation of the two grains and also the difference in ordering perfection, with the b6 grain having a sharper FFT pattern than the a4 grain. (Al-33 wt% Cu, directionally solidified v ¼ 0.0015 mm s/C01, G ¼ 5.5 K mm/C01). Scale is given in Figure 22.10. 502j 22 Coupled Growth Structures in Univariant and Invariant Eutectic Solidification Downloaded from https://onlinel"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,514,0.0015,mm,length scale/microstructure,unspecified,"f this image, distinguishing the orientation of the two grains and also the difference in ordering perfection, with the b6 grain having a sharper FFT pattern than the a4 grain. (Al-33 wt% Cu, directionally solidified v ¼ 0.0015 mm s/C01, G ¼ 5.5 K mm/C01). Scale is given in Figure 22.10. 502j 22 Coupled Growth Structures in Univariant and Invariant Eutectic Solidification Downloaded from https://onlinelibrary.wiley.com/doi/ by Adelaide Universit"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,514,5.5,K,thermal condition,unspecified,"uishing the orientation of the two grains and also the difference in ordering perfection, with the b6 grain having a sharper FFT pattern than the a4 grain. (Al-33 wt% Cu, directionally solidified v ¼ 0.0015 mm s/C01, G ¼ 5.5 K mm/C01). Scale is given in Figure 22.10. 502j 22 Coupled Growth Structures in Univariant and Invariant Eutectic Solidification Downloaded from https://onlinelibrary.wiley.com/doi/ by Adelaide University, Wiley Online L"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,516,11,K,thermal condition,unspecified,"model with capillary anisotropy. Phys. Rev. A , 34 (2), 1462–1471. 10 Dougherty, A., Kaplan, P.D., and Gollub, J.P. (2010) Development of side branching in dendritic crystal growth. Phys. Rev. Lett. , 58 (16), 1652–1655. 11 Karma, A. and Rappel, W .J. (1999) Phase- ﬁeld model of dendritic sidebranching with thermal noise. Phys. Rev. E , 60 (4), 3614–3625. 12 Glicksman, M.E. and Lupulescu, A.O. (2004) Dendritic crystal growth in pure material"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,516,21,K,thermal condition,unspecified,", T emkin, D., and Abel, T . (1998) Morphology diagram of possible structures in diffusional growth. Physica A, 249,7 3–81. 20 Hunt, J.D. (2001) Pattern formation in solidiﬁcation. Sci. T echnol. Adv. Mater., 2, 147–155. 21 Karma, A. (2001) Phase- ﬁeld formulation for quantitative modeling of alloy solidiﬁcation. Phys. Rev. Lett., 8711 (11), 4. 22 Langer, J.S. (1984) Dynamics of dendritic pattern formation. Mater. Sci. Eng., 65, 37–44. 23 Me"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,517,33,K,thermal condition,unspecified,"z, V .T ., Drevermann, A., B €ottger, B., and Rex, S. (2006) Eutectic solidiﬁcation of ternary Al– Cu–Ag alloys: coupled growth of alpha(Al) and Al2Cu in univariant reaction, in Solidiﬁcation And Gravity IV , pp. 57 –62. 33 Karma, A. (1997) Phase- ﬁeld method for computationally efﬁcient modeling of solidiﬁcation with arbitrary interface kinetics. Phys. Rev. E. , 53 (4), 3017–3020. 34 Karma, A. and Rappel, W .J. (1997) Phase- ﬁeld simulation"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,517,34,K,thermal condition,unspecified,"reaction, in Solidiﬁcation And Gravity IV , pp. 57 –62. 33 Karma, A. (1997) Phase- ﬁeld method for computationally efﬁcient modeling of solidiﬁcation with arbitrary interface kinetics. Phys. Rev. E. , 53 (4), 3017–3020. 34 Karma, A. and Rappel, W .J. (1997) Phase- ﬁeld simulation of three-dimensional dendrites: is microscopic solvability theory correct? J. Cryst. Growth., 174 (1–4), 54–64. 35 Karma, A. and Rappel, W .J. (1998) Quantitative"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,517,35,K,thermal condition,unspecified,"ce kinetics. Phys. Rev. E. , 53 (4), 3017–3020. 34 Karma, A. and Rappel, W .J. (1997) Phase- ﬁeld simulation of three-dimensional dendrites: is microscopic solvability theory correct? J. Cryst. Growth., 174 (1–4), 54–64. 35 Karma, A. and Rappel, W .J. (1998) Quantitative phase-ﬁeld modeling of dendritic growth in two and three dimensions. Phys. Rev. E. , 57 (4), 4323–4349. 36 Liu, S., Napolitano, R.E., and T rivedi, R. (2001) Measurement of"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,517,43,K,thermal condition,unspecified,"free energy. Phys. Rev. Lett. , 86 (24), 5530–5533. 42 Laird, B.B. (2001) The solid –liquid interfacial free energy of close-packed metals: hard-spheres and the T urnbull coefﬁcient. J. Chem. Phys. , 115 (7), 2887–2888. 43 Karma, A. (1994) Phase- ﬁeld model of eutectic growth. Phys. Rev. E. , 49 (3), 2245–2250. 44 Steinbach, I., Pezzolla, F., Nestler, B., Seesselberg, M., Prieler, R., Schmitz, G.J., and Renzende, J.L.L. (1996) A phase ﬁeld"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,517,46,K,thermal condition,microgravity/space,"r multiphase systems. Physica D., 94 (3), 135–147. 45 Wheeler, A.A., McFadden, G.B., and Boettinger, W .J. (1996) Phase-ﬁeld model for solidiﬁcation of a eutectic alloy. Proc. Roy. Soc. Lond. A Mat , 452 (1946), 495–525. 46 Karma, A. and Sarkissian, A. (1996) Morphological stability of lamellar eutectics. Metall. Mater. T rans. A, 27 (3), 635–656. 47 Folch, R. and Plapp, M. (2005) Quantitative phase-ﬁeld modeling of two- phase growth. Phys."
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,517,48,Pa,thermophysical/mechanical property,unspecified,"an, A. (1996) Morphological stability of lamellar eutectics. Metall. Mater. T rans. A, 27 (3), 635–656. 47 Folch, R. and Plapp, M. (2005) Quantitative phase-ﬁeld modeling of two- phase growth. Phys. Rev. E. , 72 (1), 27. 48 Parisi, A. and Plapp, M. (2008) Stability of lamellar eutectic growth. Acta Mater., 56 (6), 1348–1357. 49 De Wilde, J., Froyen, L., and Rex, S. (2004) Coupled two-phase (Al þ Al2Cu) planar growth and destabilization along"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,518,68,K,thermal condition,unspecified,".Phys. Rev. E, 60, 6865. 67 Akamatsu, S. and Faivre, G. (2000) T raveling waves, two-phase ﬁngers, and eutectic colonies in thin-sample directional solidiﬁcation of a ternary eutectic alloy. Phys. Rev. E. , 61 (4), 3757. 68 Kassner, K. and Misbah, C. (1992) Coupling between crystalline anisotropy and spontaneous parity breaking in lamellar eutectic growth. Phys. Rev. A, 45, 7372. 69 Kassner, K. and Misbah, C. (1991) Growth of lamellar eutect"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,518,69,K,thermal condition,unspecified,"of a ternary eutectic alloy. Phys. Rev. E. , 61 (4), 3757. 68 Kassner, K. and Misbah, C. (1992) Coupling between crystalline anisotropy and spontaneous parity breaking in lamellar eutectic growth. Phys. Rev. A, 45, 7372. 69 Kassner, K. and Misbah, C. (1991) Growth of lamellar eutectic structures –The axisymmetrical state. Phys. Rev. A , 44, 6513. 70 Kassner, K. and Misbah, C. (1992) Similarity equation in non-axisymmetric lamellar eutectic g"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,518,70,K,thermal condition,unspecified,"sotropy and spontaneous parity breaking in lamellar eutectic growth. Phys. Rev. A, 45, 7372. 69 Kassner, K. and Misbah, C. (1991) Growth of lamellar eutectic structures –The axisymmetrical state. Phys. Rev. A , 44, 6513. 70 Kassner, K. and Misbah, C. (1992) Similarity equation in non-axisymmetric lamellar eutectic growth. J. Phys A: Math. Gen., 25, 3213–3237. 71 Kassner, K. and Misbah, C. (1990) Parity breaking in eutectic growth. Phys. Rev."
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,518,71,K,thermal condition,unspecified,"amellar eutectic structures –The axisymmetrical state. Phys. Rev. A , 44, 6513. 70 Kassner, K. and Misbah, C. (1992) Similarity equation in non-axisymmetric lamellar eutectic growth. J. Phys A: Math. Gen., 25, 3213–3237. 71 Kassner, K. and Misbah, C. (1990) Parity breaking in eutectic growth. Phys. Rev. Lett., 65, 1458. 72 Kassner, K. and Misbah, C. (1991) Spontaneous parity-breaking transition in directional growth of lamellar eutectic stru"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,518,72,K,thermal condition,unspecified,"sbah, C. (1992) Similarity equation in non-axisymmetric lamellar eutectic growth. J. Phys A: Math. Gen., 25, 3213–3237. 71 Kassner, K. and Misbah, C. (1990) Parity breaking in eutectic growth. Phys. Rev. Lett., 65, 1458. 72 Kassner, K. and Misbah, C. (1991) Spontaneous parity-breaking transition in directional growth of lamellar eutectic structures. Phys. Rev. A , 44, 6533. 73 Kassner, K., Valance, A., Misbah, C., and T emkin, D. (1993) New"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,518,73,K,thermal condition,unspecified,"Parity breaking in eutectic growth. Phys. Rev. Lett., 65, 1458. 72 Kassner, K. and Misbah, C. (1991) Spontaneous parity-breaking transition in directional growth of lamellar eutectic structures. Phys. Rev. A , 44, 6533. 73 Kassner, K., Valance, A., Misbah, C., and T emkin, D. (1993) New broken-parity state and a transition to anomalous lamellae in eutectic growth. Phys. Rev. E , 48, 1091. 506j 22 Coupled Growth Structures in Univariant and"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,522,100,%,alloy composition,unspecified,"peritectic temperature (TP) is reached. The peritectic phase, b, is expected to form below TP and grows around a. Liquid, a and b are at local equilibrium at T ¼ TP until the reaction is complete leading to formation of 100% of b-phase. For hypoperitectic alloys ( CaP < C < CP), solidiﬁcation will be complete at T ¼ TP with some a remaining along with b. In case of hyperperitectic compositions (CP < C < CbP), the solidi ﬁcation will be comp"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,526,25,K,thermal condition,microgravity/space,ainerless processing techniques such as electromagnetic and electrostatic levitation [9]. These studies indicate a plateau at a temperature close to the peritectic temperature. Some studies on steels show undercooling of 25 K. The cooling curves normally reveal two nucleation events. Figure 23.5a shows one such cooling curve from the Fe-25 atom% Ge alloy indicating two nucleation events at low undercooling (DT ¼ 20 K) [10]. Figure 23.5b show
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,526,20,K,thermal condition,unspecified,"eels show undercooling of 25 K. The cooling curves normally reveal two nucleation events. Figure 23.5a shows one such cooling curve from the Fe-25 atom% Ge alloy indicating two nucleation events at low undercooling (DT ¼ 20 K) [10]. Figure 23.5b shows a part of the Fe–Ge phase diagram [11]. It is clear that ﬁrst nucleation corresponds to nucleation of the high-temperature phase ( a2 in the present case, which has a B2-ordered structure) and"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,527,9,%,alloy composition,unspecified,"ase of Sn –Sb [12], Al – Ti [13], and several systems in which the primary phase is an intermetallic phase. The orientation relationship between the primary and peritectic phases indicates that low lattice mismatch up to 9% with indication that the level of undercooling increases with the increase in lattice mismatch. In some cases, other experimental techniques have been used to study nucleation of phases in peritectic alloys, such as int"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,527,5 –10,K,thermal condition,unspecified,"internal droplet and droplet emulsion. The former technique was ﬁrst utilized to study the eutectic alloy system, which was later used for peritectic alloys. In this technique, the sample is annealed at a temperature of 5 –10 K above the peritectic temperature ( TP) followed by slow cooling (10 /C0 2 Ks /C0 1) [14, 15]. The main nucleation event has been found to occur at a temperature close toTP. It is to be noted here that the slow cooling b"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,527,2,K,thermal condition,unspecified,"o study the eutectic alloy system, which was later used for peritectic alloys. In this technique, the sample is annealed at a temperature of 5 –10 K above the peritectic temperature ( TP) followed by slow cooling (10 /C0 2 Ks /C0 1) [14, 15]. The main nucleation event has been found to occur at a temperature close toTP. It is to be noted here that the slow cooling below TP implies that CL will follow the metastable extension of a liquidus."
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,527,30,K,thermal condition,unspecified,"ch is shown in Figure 23.6. This is obviously less thanDTP as shown in Figure 23.6. The results reported using this technique are listed in Table 23.1 [15]. It can be observed that the undercoolings, DTP, range from 0 to 30 K, which is very much lower than those observed in eutectic or monotectic systems. Therefore, it has been concluded that nucleation of the primary phase is easier in peritectic alloys. The other technique (droplet emulsio"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,527,0.02 –0.5,K,thermal condition,unspecified,"o study nucleation in peritectic alloys. This involves dispersion of ﬁne droplets of alloy followed by analyzing the nucleation behavior of the phase using differential scanning calorimetry (DSC) at a slow cooling rate (0.02 –0.5 K s/C0 1). Perepezko and his colleagues have studied nucleation of phases in Sn –Sb with Sb concentration ranging from 5 to 24 atom% [16, 17]. They have studied the specimens by cooling directly from the liquid and after"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,528,50,K,thermal condition,unspecified,"d different nucleation sequences and temperatures for the peritectic phases. In case of air pretreatment of the droplets, the nucleation of b-(Sn) by Sn 3Sb2 has been observed to occur at nucleation undercooling of DTP ¼ 50 K. In fact, it has also been found that nucleation temperature is in ﬂuenced by growth steps, static steps, and faceted planes of the primary phase. For the reaction (i), the primary phase SnSb has been observed to nuclea"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,529,53,K,thermal condition,unspecified,"nucleation of the peritectic phase (Sn 3Sb2) on SnSb has been observed at an undercooling of DTP ¼ 53 K. These experiments clearly demonstrate that the peri- tectic alloys undercool by substantial amount below TP in these small droplets. However, undercooling levels are still lower than that observed for the second phase"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,529,0.1–0.5,K,thermal condition,unspecified,"ed in Al –Mn system, which shows a peritectic reaction given by Al4Mn þ L ! Al6Mn at about 700/C14 C. According to Muller et al. [18], nucleation is studied using the droplet emulsion technique with a slow cooling rate (0.1–0.5 K s/C0 1), and the peritectic phase is very dif ﬁcult to nucleate in a wide range of compositions. Similar observations have been made in the case of Zn–Ni and Al–U systems [3, 19]. The reason for such difﬁculty in nuclea"
