paper_key,file,page,value,unit,topic,gravity_context,snippet
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,3,21.4,min,gravity/time/facility,microgravity/space,end of the sample by Marangoni migration and cause the formation of a thin Bi- Sn-poor layer on the top end of the sample (see Fig. 3(b μg)). The S/L in- terface appears at the top end of the sample at the moment of t0 + 21.4 min. It advances at a rate approximately equal to the withdraw- ing velocity of the ampoule. All of the MPDs in front of the S/L interface move towards the S/L interface. They are gradually caught by the S/L in- terface and
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,3,23.1,min,gravity/time/facility,earth-vs-microgravity comparison,"max), the maximum nucleation rate of the MPDs ( Id‐i max) in front of the S/L interface and the average diameter, the number density in the melt at the S/L interface along the radial direction r of the sample at t = t0 + 23.1 min are shown in (d). Subscript i takes μg and g for the sample solidiﬁed in space and on ground, respectively. 428 W. Li et al. / Scripta Materialia 162 (2019) 426–431"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,5,23.1,min,gravity/time/facility,earth-vs-microgravity comparison,okes (udS‐i z) moving velocity as a function of the diameter of the MPDs together with maximum convectiveﬂow (VC‐i z‐max) and the withdraw velocity (V0) for the alloy solidifying in space (a) and on ground (b) att = t0 + 23.1 min. The dotted lines are the resultant (ud zσ) and Marangoni (udM zσ)m o v i n gv e l o c i t y calculated by using the liquid-liquid interfacial energy for Al-Bi alloy.Di ∗ and Dμg σ∗ are the critical diameter of the MPDs
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,1,28,μm/s,growth/velocity,microgravity/space,"the microgravity effects were discussed. The solidiﬁcation conditions provided by the Material Experimental Furnace assembled on the Tiangong II spacecraft of China is: working temperature≤700 °C, solidiﬁcation velocity≤28 μm/s. Al-Bi was chosen as the basic experimental alloy system considering its relatively low binodal line temperature. Based on our pre-research [22], Sn was used as the ternary element to reduce the interfacial energy (σ L1"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,2,28,μm/s,growth/velocity,earth/1g,"tal procedures were as follows: Firstly, the alloy was melted, heated to 685 °C and held temperature for 150 min to form a single-phase homogeneous liq- uid. The ampoule was then withdrawn out of the furnace at a rate of 28 μm/s for solidi ﬁcation. For the ground sample, the ampoule was withdrawn against the gravity direction. The detailed experimental pro- cedures were given in Appendix A. After solidiﬁcation, X-ray tomography (XRT) was ﬁrst p"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,5,2.7 × 10− 3,μm/s,growth/velocity,earth-vs-microgravity comparison,"the MPDs. Calculations demonstrate that the maximum ﬂow velocity appears at the central axes of the sample (see Fig. S4 in Appendix A). It reaches a value about 6.7μm/s when solidifying on ground, while it is only about 2.7 × 10− 3 μm/s when solidifying in space. The Stokes moving velocity of the MPDs is negligible when the alloy solidiﬁes in space, but it plays the dominant role when the alloy solidiﬁes on ground (see Fig. 4). Under the directional so"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,5,2.7 × 10− 3,,growth/velocity,earth-vs-microgravity comparison,"the MPDs. Calculations demonstrate that the maximum ﬂow velocity appears at the central axes of the sample (see Fig. S4 in Appendix A). It reaches a value about 6.7μm/s when solidifying on ground, while it is only about 2.7 × 10− 3 μm/s when solidifying in space. The Stokes moving velocity of the MPDs is negligible when the alloy solidiﬁes in space, but it plays the dominant role when the alloy solidiﬁes on ground (see Fig. 4). Under the direction"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,5,6.7,μm/s,growth/velocity,earth-vs-microgravity comparison,"of the MPDs (ud z) by diminishing the Stokes settlement of the MPDs. Calculations demonstrate that the maximum ﬂow velocity appears at the central axes of the sample (see Fig. S4 in Appendix A). It reaches a value about 6.7μm/s when solidifying on ground, while it is only about 2.7 × 10− 3 μm/s when solidifying in space. The Stokes moving velocity of the MPDs is negligible when the alloy solidiﬁes in space, but it plays the dominant role when"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,3,0,mm,length scale/microstructure,microgravity/space,"ion of 5 mm from the top end (b) of the samples (seeFig. 1), and size distributions of the MPPs measured for a region of 2000 × 1500μm2 in the middle part of the space sample (the central coordinate of the region are r = 0 mm, h = 30 mm) (c). Fig. 3. Calculated nucleation rate (Id− i), number density (Nd− i), average diameter (⟨Dd− i⟩) of the MPDs/MPPs (a–c), supersaturation of the matrix melt (Sm− i), and the volume fraction of α -Al (φα− i"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,3,1500,μm,length scale/microstructure,microgravity/space,"the MPPs along the central axial position h (a) and along the radial direction r at the position of 5 mm from the top end (b) of the samples (seeFig. 1), and size distributions of the MPPs measured for a region of 2000 × 1500μm2 in the middle part of the space sample (the central coordinate of the region are r = 0 mm, h = 30 mm) (c). Fig. 3. Calculated nucleation rate (Id− i), number density (Nd− i), average diameter (⟨Dd− i⟩) of the MPDs/MPPs"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,3,27.0,μm,length scale/microstructure,earth-vs-microgravity comparison,ell dispersed distribution of the MPPs throughout the whole sample. Fig. 2(c) shows the typical size distribution of the MPPs in the sample solidi ﬁed in space. It indi- cates that the size of the MPPs ranges from 2.0 to 27.0 μm. A model was developed to describe the solidiﬁcation microstructure evolution (see Appendix A). The numerical results demonstrate that the temperature gradient along the axial position for the sample solidiﬁed on ground
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,3,30,mm,length scale/microstructure,microgravity/space,"m from the top end (b) of the samples (seeFig. 1), and size distributions of the MPPs measured for a region of 2000 × 1500μm2 in the middle part of the space sample (the central coordinate of the region are r = 0 mm, h = 30 mm) (c). Fig. 3. Calculated nucleation rate (Id− i), number density (Nd− i), average diameter (⟨Dd− i⟩) of the MPDs/MPPs (a–c), supersaturation of the matrix melt (Sm− i), and the volume fraction of α -Al (φα− i)( t h ei n"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,3,5,mm,length scale/microstructure,microgravity/space,"in the L 1-L2-S region → the MPDs nucleate, grow Fig. 2. Volume fraction (φd)a n da v e r a g ed i a m e t e r(⟨Dd⟩) of the MPPs along the central axial position h (a) and along the radial direction r at the position of 5 mm from the top end (b) of the samples (seeFig. 1), and size distributions of the MPPs measured for a region of 2000 × 1500μm2 in the middle part of the space sample (the central coordinate of the region are r = 0 mm, h ="
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,5,13.6,μm,length scale/microstructure,earth-vs-microgravity comparison,"arried out by using the liquid-liquid interfacial energy for Al-Bi alloy and assuming a common furnace tem- perature proﬁle (T1 =T 2). The numerical results demonstrate that the critical diameter of the MPDs ( Dμg σ∗) is 13.6 μm. This value is smaller than the maximum diameter of the MPDs in the melt, indicating that a phase segregated microstructure would form. For the alloy solidi ﬁed on ground, the critical diameter of the MPDs ( Dg ∗) equal"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,5,29.2,μm,length scale/microstructure,microgravity/space,"elt move towards the S/L interface or ud z ∀ (R,r,z) b 0. For simpliﬁcation, we just check the motions of the MPDs located on the central line of the sample. Calculations demonstrate that the MPDs with a diameter smaller 29.2 μm meet the above condition for the alloy solidifying in space (Dμg ∗ as shown in Fig. 4(a)). This value is larger than the maximum diameter of the MPDs in the melt, which is about the maximum size of the MPPs (~27.0 μm, a"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,5,5,μm,length scale/microstructure,earth/1g,"This value is smaller than the maximum diameter of the MPDs in the melt, indicating that a phase segregated microstructure would form. For the alloy solidi ﬁed on ground, the critical diameter of the MPDs ( Dg ∗) equals 5 μm( s e e Fig. 4(b)). Both the experimental and numerical results show that this value is much smaller than the maximum diameter of MPDs/MPPs in the alloy solidi ﬁed on ground, indicating that many MPDs in the melt move aw"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,5,~27.0,μm,length scale/microstructure,microgravity/space,"ler 29.2 μm meet the above condition for the alloy solidifying in space (Dμg ∗ as shown in Fig. 4(a)). This value is larger than the maximum diameter of the MPDs in the melt, which is about the maximum size of the MPPs (~27.0 μm, as shown in Fig. 2c). A steady state of solidiﬁcation can establish. The sample solidiﬁed in space thus shows a homogeneously dispersed microstructure. In order to check the effects of the interfacial energy reduction"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,1,700,°C,thermal condition,microgravity/space,"e formation was calculated and the microgravity effects were discussed. The solidiﬁcation conditions provided by the Material Experimental Furnace assembled on the Tiangong II spacecraft of China is: working temperature≤700 °C, solidiﬁcation velocity≤28 μm/s. Al-Bi was chosen as the basic experimental alloy system considering its relatively low binodal line temperature. Based on our pre-research [22], Sn was used as the ternary element to red"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,1,~0.026,°C/s,thermal condition,microgravity/space,"ace during the ﬂight of the Tiangong II spacecraft of China. Through properly designing the alloy composition and experimental scheme based on the extensive pre-research, the alloy solidi ﬁed at a cooling rate as low as ~0.026 °C/s shows a well dispersed microstruc- ture. The microstructure formation was calculated and the microgravity effects were discussed. The solidiﬁcation conditions provided by the Material Experimental Furnace assembled on t"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,2,685,°C,thermal condition,earth-vs-microgravity comparison,"Marangoni migration of the MPDs. Solidiﬁcation experiments were carried out both on ground and in space under the atmosphere of 1 atm. The experimental procedures were as follows: Firstly, the alloy was melted, heated to 685 °C and held temperature for 150 min to form a single-phase homogeneous liq- uid. The ampoule was then withdrawn out of the furnace at a rate of 28 μm/s for solidi ﬁcation. For the ground sample, the ampoule was withdrawn a"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,3,643.5,°C,thermal condition,earth-vs-microgravity comparison,"axial position for the sample solidiﬁed on ground is a little larger than that for the sample solidi ﬁed in space. The average cooling rates from the binodal line temperature (658.9 °C) to the S/L interface temperature (643.5 °C, see Fig. S3 in Appendix A) are ~0.026 °C/s and ~0.029 °C/s for the alloy solidi ﬁed in space and on ground, respectively. Fig. 3(a μg − dμg) shows the microstructure evolution for the alloy so- lidifying in space. The"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,3,658.9,°C,thermal condition,earth-vs-microgravity comparison,"ate that the temperature gradient along the axial position for the sample solidiﬁed on ground is a little larger than that for the sample solidi ﬁed in space. The average cooling rates from the binodal line temperature (658.9 °C) to the S/L interface temperature (643.5 °C, see Fig. S3 in Appendix A) are ~0.026 °C/s and ~0.029 °C/s for the alloy solidi ﬁed in space and on ground, respectively. Fig. 3(a μg − dμg) shows the microstructure evolutio"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,3,~0.026,°C/s,thermal condition,earth-vs-microgravity comparison,"n ground is a little larger than that for the sample solidi ﬁed in space. The average cooling rates from the binodal line temperature (658.9 °C) to the S/L interface temperature (643.5 °C, see Fig. S3 in Appendix A) are ~0.026 °C/s and ~0.029 °C/s for the alloy solidi ﬁed in space and on ground, respectively. Fig. 3(a μg − dμg) shows the microstructure evolution for the alloy so- lidifying in space. The melt at the top end of the sample is cooled"
Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space,ReferencePapers/Solidification of Al-Bi-Sn immiscible alloy under microgravity conditions of space.pdf,3,~0.029,°C/s,thermal condition,earth-vs-microgravity comparison,"ttle larger than that for the sample solidi ﬁed in space. The average cooling rates from the binodal line temperature (658.9 °C) to the S/L interface temperature (643.5 °C, see Fig. S3 in Appendix A) are ~0.026 °C/s and ~0.029 °C/s for the alloy solidi ﬁed in space and on ground, respectively. Fig. 3(a μg − dμg) shows the microstructure evolution for the alloy so- lidifying in space. The melt at the top end of the sample is cooled into the miscibi"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,26,2,%,alloy composition,microgravity/space,"ipole ﬁeld for ef ﬁcient heating [7]. This concept was mandatory to develop a levitator for the usage in Space since it increased the ef ﬁciency in energy consumption of high-frequency generators for levitation from 1 to 2% (conventional high-frequency generators) to more than 30%. This device, called TEMPUS (German acronym for containerless processing in reduced gravity, T iegelfreies Electro- Magnetisches Prozessieren Unter Schwerelosigk"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,26,30,%,alloy composition,microgravity/space,"ndatory to develop a levitator for the usage in Space since it increased the ef ﬁciency in energy consumption of high-frequency generators for levitation from 1 to 2% (conventional high-frequency generators) to more than 30%. This device, called TEMPUS (German acronym for containerless processing in reduced gravity, T iegelfreies Electro- Magnetisches Prozessieren Unter Schwerelosigkeit) was successfully tested in the realistic environment"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,47,3.5,%,alloy composition,earth/1g,"n on Earth [7]. The coil system is integrated in a UHV chamber, which is evacuated by means of a turbomolecular pump to a pressure of about 10/C0 8 mbar. The recipient can be backﬁlled with high purity Ar, He, and/or He- 3.5%H2 processing gas. Solidi ﬁcation of the undercooled melt can be externally triggered by touching the sample with a nucleation trigger needle, which is an integral part of the sample holder. The samples are transferred i"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,49,120,%,alloy composition,microgravity/space,"s as positioning system, whereas the second one operates at a frequency of 365 –390 kHz and provides efﬁcient heating. At maximum power, the positioning force in radial direction is about 80% and in axial direction about 120% of the force of the two-coil system of TEMPUS. The heating ef ﬁciency of EML is by a factor of 1.6 higher and the maximum heating power in the sample is about 30% higher compared with TEMPUS. The EML facility is equippe"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,49,30,%,alloy composition,microgravity/space,dial direction is about 80% and in axial direction about 120% of the force of the two-coil system of TEMPUS. The heating ef ﬁciency of EML is by a factor of 1.6 higher and the maximum heating power in the sample is about 30% higher compared with TEMPUS. The EML facility is equipped with axial temperature measurement and video observation of the sample. The temperature of the sample is measured by a one- color pyrometer in axial direction in
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,49,80,%,alloy composition,microgravity/space,"equency of 135 –155 kHz and serves as positioning system, whereas the second one operates at a frequency of 365 –390 kHz and provides efﬁcient heating. At maximum power, the positioning force in radial direction is about 80% and in axial direction about 120% of the force of the two-coil system of TEMPUS. The heating ef ﬁciency of EML is by a factor of 1.6 higher and the maximum heating power in the sample is about 30% higher compared with T"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,167,10 –30,%,alloy composition,microgravity/space,trolled by varying the drop radius: a decrease in a by one order of magnitude gives an increase Vc by two to three orders. Variation in the gas pressure and temperature in the drop tube gives only a change in Vc of about 10 –30%. Figure 7.2 Temperature distribution inside a drop and the positions of temperature minima and maxima (marked by small black circles) as a function of the P /C19eclet number (or drop radius a): (a) Pe ¼ 0.007 (a ¼ 25 mm
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,182,99.9999,vol%,alloy composition,microgravity/space,il at the top chamber. The drop tube chambers were then evacuated to a vacuum on the order of 10 /C0 4 Pa by turbo- molecular pumps (TMPs) supported by an oil-sealed rotary pump (RP) and then backﬁlled with helium gas of 99.9999 vol% purity. The alloy ingot was inductively melted and superheated up to a temperature approximately 100 K higher than the liquidus. Melt superheat was monitored using a thermocouple encased in a quartz glass sheath and by
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,293,50,%,alloy composition,earth/1g,"vestigate the second method, a small amount of AlP is used as the foreign particulate with catalytic potency for heterogenous nucleation [38]. Using these methods, the yield of type I crystals is enlarged to greater than 50%. 12.5 Summery and Conclusion The recent approach to containerless crystallization of semiconductive material was presented including the historical background for the production of spherical Si for solar cell applicatio"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,301,99.999,%,alloy composition,microgravity/space,"allic Ni 3Sn2 compound, and an Ni 81.3Sn18.7 eutectic alloy. The Ni 3Sn2 and Ni81.3Sn18.7 samples were prepared by arc melting of elemental materials of 99.99% purity or better under the protection of an Ar atmosphere of 99.999% purity. In order to reduce the data scatter related to different sample geometry and impurities, the measurements were carried out on two or three samples for each type of material. All samples had a mass of 1.0 g. Befo"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,334,50,%,alloy composition,earth-vs-microgravity comparison,relatively low undercooling region (<70 K). The growth velocity at 30 K under a static magnetic ﬁeld of 0.8 T was approximately 50% of that without a static magnetic ﬁeld. Similar results were obtained in experiments where growth velocities of dendrites for an organic material (succinonitrile) were measured on the earth and under microgravity condit
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,375,0,at%,alloy composition,microgravity/space,"istic systems. As a result, the model includes the following limiting cases: . equations for the dendrite growing into an undercooled one-component system at zero concentration of the second component, that is, with C0 ¼ 0 at% (consistent with the solution of Bouissou and Pelce [29]); . equations for the dendrite growth into the stagnant undercooled binary mixture, that is, withU ¼ 0ms /C0 1 (consistent with the solution of Ben Amar and Pelce"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,440,1,at%,alloy composition,earth-vs-microgravity comparison,i ﬁcation rate was 1.26 mm s /C0 1 and the microgravity duration was 0.46 s. Neither the electrical conductivity nor the Seebeck Figure 20.1 SEM photographs of the surface contacted with Cu chill block of Si0.7Ge0.3 with 1 at% P solidified unidirectionally in 1 g and mg. 426j 20 Properties of p-Si-Ge Thermoelectrical Material Solidified from Undercooled Melt Levitated Downloaded from https://onlinelibrary.wiley.com/doi/ by Adelaide Universit
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,441,0.3-1,at%,alloy composition,earth-vs-microgravity comparison,"ded bys of the sample solidiﬁed in 1 g perpendicular to the cooling direction). ZT at 1000 K for Si –Ge with 1 at% P solidiﬁed unidirectionally in 1 g and microgravity was estimated as shown below; ZT ¼ 1.08 for Si 0.7Ge0.3-1at% P solidi ﬁed unidirectionally in 1 g, and ZT ¼ 1.19 for Si0.7Ge0.3-1at% P solidi ﬁed unidirectionally in microgravity. The segregation of Si and Ge in microgravity, in which much Si existed on the inside of the main arm"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,441,1,at%,alloy composition,earth/1g,"because a thick sample large enough size to measure s and S can be produced in 1 g, but k of the sample could be measured only along the cooling direction. The value ofs along the cooling direction of the Si0.7Ge0.3 with 1 at% P solidiﬁed in 1 g at 1000 K was 1.55 times that perpendicular to the cooling direction. The cooling direction is the same as the growth direction of the primary arm in dendrites. The value of S was not changed and was"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,441,1,at%,alloy composition,microgravity/space,"vity. The segregation of Si and Ge in microgravity, in which much Si existed on the inside of the main arm of the dendrite and a majority of Ge existed on the edge of the dendrite, had a signi ﬁcant effect on the Si –Ge-1at% P properties. The value of s for Si and Ge is 4.35 /C2 10/C0 4 Sm /C0 1 and 2.17 S m/C0 1 at 25 /C14 C, respectively. The thermal conductivities of Si and Ge are 148 W m/C0 1 K/C0 1 and 59.9 W m/C0 1 K/C0 1 at 25 /C14 C"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,464,90,%,alloy composition,microgravity/space,"21 Quantitative Analysis of Alloy Structures Solidified Under Limited Diffusion Conditions Hani Henein, Arash Ilbagi, and Charles-Andr /C19e Gandin 21.1 The Need for an Instrumented Drop Tube More than 90% of all metallic materials are manufactured starting from their liquid state. Designing the solid structure produced during solidi ﬁcation can have major savings in downstream processing. This is evident in the continued"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,486,10,%,alloy composition,earth/1g,in Table 21.5 using experimental measurements on Al –Cu droplets processed in the terrestrial electro- magnetic levitator [35]. Table 21.4 Properties of alloys used in the simulation [34]. Alloy properties 4.3% Cu 5% Cu 10% Cu 17% Cu Liquidus temperature (K) 922 920 907 885 Density (kg m/C0 3) 2750 2760 2870 3100 Speciﬁc heat (J K /C0 1 m/C0 3) 3.2378 /C2 106 3.2465 /C2 106 3.3087 /C2 106 3.3957 /C2 106 Latent heat (J m /C0 3) 10.8113 /C2
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,486,17,%,alloy composition,earth/1g,le 21.5 using experimental measurements on Al –Cu droplets processed in the terrestrial electro- magnetic levitator [35]. Table 21.4 Properties of alloys used in the simulation [34]. Alloy properties 4.3% Cu 5% Cu 10% Cu 17% Cu Liquidus temperature (K) 922 920 907 885 Density (kg m/C0 3) 2750 2760 2870 3100 Speciﬁc heat (J K /C0 1 m/C0 3) 3.2378 /C2 106 3.2465 /C2 106 3.3087 /C2 106 3.3957 /C2 106 Latent heat (J m /C0 3) 10.8113 /C2 108 10.
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,486,4.3,%,alloy composition,earth/1g,content shown in Table 21.5 using experimental measurements on Al –Cu droplets processed in the terrestrial electro- magnetic levitator [35]. Table 21.4 Properties of alloys used in the simulation [34]. Alloy properties 4.3% Cu 5% Cu 10% Cu 17% Cu Liquidus temperature (K) 922 920 907 885 Density (kg m/C0 3) 2750 2760 2870 3100 Speciﬁc heat (J K /C0 1 m/C0 3) 3.2378 /C2 106 3.2465 /C2 106 3.3087 /C2 106 3.3957 /C2 106 Latent heat (J m /C0 3)
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,486,5,%,alloy composition,earth/1g,shown in Table 21.5 using experimental measurements on Al –Cu droplets processed in the terrestrial electro- magnetic levitator [35]. Table 21.4 Properties of alloys used in the simulation [34]. Alloy properties 4.3% Cu 5% Cu 10% Cu 17% Cu Liquidus temperature (K) 922 920 907 885 Density (kg m/C0 3) 2750 2760 2870 3100 Speciﬁc heat (J K /C0 1 m/C0 3) 3.2378 /C2 106 3.2465 /C2 106 3.3087 /C2 106 3.3957 /C2 106 Latent heat (J m /C0 3) 10.81
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,534,25,at%,alloy composition,microgravity/space,"ling are high. In the following, we shall discuss these different stages citing examples from the literature providing a basis for application of more recent theories. Figure 23.10 Transmission electron microscopy of Fe-25 at% Ge sample undercooled to 165 K and solidified: (a) low magnification, bright-field image; (b) SAD pattern of e-phase taken with the ½1 /C22100 /C138 zone showing ordered nature; (c) dark-field image from super-lattice r"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,549,20,wt%,alloy composition,earth-vs-microgravity comparison,"crogravity experiment in this area has been carried out in space on-board Salyut-7 space station to study the effect on under- cooling of the Ag –Ge alloy microstructure [68]. In this maiden experiment, the eutectic (Ag-20wt% Ge) system was chosen for investigating undercooling behavior with an aim to evaluate the extent of undercooling in the space experiment and compare it with the terrestrial results to estimate the effect of convection o"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,550,20,wt%,alloy composition,earth-vs-microgravity comparison,nucleation of phases. It has been observed that the hypo-eutectic alloy (Ag-20wt% Ge) solidiﬁed in the space station exhibits the microstructure very different from that observed on solidi ﬁcation under terrestrial conditions with space processed spec- imen showing uniformity of the microstructure ov
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,13,4.1,Sec,gravity/time/facility,microgravity/space,"Conditions 451 Hani Henein, Arash Ilbagi, and Charles-André Gandin 21.1 The Need for an Instrumented Drop Tube 451 21.2 Description of IA 454 21.3 Powder Characteristics 455 21.4 Quanti ﬁcation of Microstructure 459 21.4.1 Secondary Dendrite Arm Spacing 459 21.4.2 X-Ray Microtomography 461 21.4.3 Neutron Diffraction 467 21.5 Modeling 469 21.5.1 Cooling Rate 469 21.5.2 Eutectic Undercooling 473 21.5.3 Peritectic Systems 477 References 480 22 C"
Solidification of Containerless Undercooled Melts - 2012 - Herlach,ReferencePapers/Solidification of Containerless Undercooled Melts - 2012 - Herlach.pdf,39,0,mg,gravity/time/facility,microgravity/space,"he Coulomb forces acting on an electrically charged sample in a quasistatic electrical ﬁeld [44]. A sample with a surface charge q and a mass m is levitated against gravity within a static electrostatic ﬁeld ~E as ~E ¼/C0 mg q /C1~ez ð1:15Þ ~ez is the unit vector in thez direction, that is, parallel to the electrostaticﬁeld. A stable position of the sample is based on a local potential minimum at~r o for all directions in space. q2 qx2 W ~r"
